Time_ms,Absolute_Displacement_nm
19073.000,-997204716.959
19074.000,-997204716.959
19075.000,-997204716.959
19076.000,-997204716.959
19077.000,-997204716.959
19078.000,-997204716.959
19079.000,-997204716.959
19080.000,-997204716.959
19081.000,-997204716.959
19082.000,-997204716.959
19083.000,-997204716.959
19084.000,-997204716.959
19085.000,-997204716.959
19086.000,-997204716.959
19087.000,-997204716.959
19088.000,-997204716.959
19089.000,-997204716.959
19090.000,-997204716.959
19091.000,-997204716.959
19092.000,-997204716.959
19093.000,-997204796.083
19094.000,-997204716.959
19095.000,-997204716.959
19096.000,-997204716.959
19097.000,-997204716.959
19098.000,-997204716.959
19099.000,-997204716.959
19100.000,-997204716.959
19101.000,-997204796.083
19102.000,-997204796.083
19103.000,-997204716.959
19104.000,-997204716.959
19105.000,-997204716.959
19106.000,-997204637.835
19107.000,-997204716.959
19108.000,-997204716.959
19109.000,-997204716.959
19110.000,-997204796.083
19111.000,-997204716.959
19112.000,-997204716.959
19113.000,-997204716.959
19114.000,-997204716.959
19115.000,-997204716.959
19116.000,-997204716.959
19117.000,-997204716.959
19118.000,-997204796.083
19119.000,-997204796.083
19120.000,-997204716.959
19121.000,-997204716.959
19122.000,-997204716.959
19123.000,-997204716.959
19124.000,-997204716.959
19125.000,-997204716.959
19126.000,-997204716.959
19127.000,-997204716.959
19128.000,-997204716.959
19129.000,-997204716.959
19130.000,-997204716.959
19131.000,-997204716.959
19132.000,-997204716.959
19133.000,-997204716.959
19134.000,-997204716.959
19135.000,-997204716.959
19136.000,-997204716.959
19137.000,-997204716.959
19138.000,-997204716.959
19139.000,-997204716.959
19140.000,-997204716.959
19141.000,-997204716.959
19142.000,-997204716.959
19143.000,-997204796.083
19144.000,-997204796.083
19145.000,-997204716.959
19146.000,-997204716.959
19147.000,-997204637.835
19148.000,-997204637.835
19149.000,-997204716.959
19150.000,-997204716.959
19151.000,-997204796.083
19152.000,-997204796.083
19153.000,-997204716.959
19154.000,-997204716.959
19155.000,-997204716.959
19156.000,-997204637.835
19157.000,-997204716.959
19158.000,-997204716.959
19159.000,-997204716.959
19160.000,-997204796.083
19161.000,-997204796.083
19162.000,-997204716.959
19163.000,-997204716.959
19164.000,-997204637.835
19165.000,-997204637.835
19166.000,-997204716.959
19167.000,-997204716.959
19168.000,-997204796.083
19169.000,-997204796.083
19170.000,-997204716.959
19171.000,-997204716.959
19172.000,-997204716.959
19173.000,-997204716.959
19174.000,-997204716.959
19175.000,-997204716.959
19176.000,-997204716.959
19177.000,-997204796.083
19178.000,-997204796.083
19179.000,-997204716.959
19180.000,-997204716.959
19181.000,-997204716.959
19182.000,-997204716.959
19183.000,-997204716.959
19184.000,-997204716.959
19185.000,-997204796.083
19186.000,-997204796.083
19187.000,-997204716.959
19188.000,-997204716.959
19189.000,-997204716.959
19190.000,-997204716.959
19191.000,-997204716.959
19192.000,-997204716.959
19193.000,-997204716.959
19194.000,-997204716.959
19195.000,-997204716.959
19196.000,-997204716.959
19197.000,-997204716.959
19198.000,-997204716.959
19199.000,-997204716.959
19200.000,-997204716.959
19201.000,-997204716.959
19202.000,-997204716.959
19203.000,-997204716.959
19204.000,-997204716.959
19205.000,-997204716.959
19206.000,-997204716.959
19207.000,-997204716.959
19208.000,-997204716.959
19209.000,-997204716.959
19210.000,-997204716.959
19211.000,-997204716.959
19212.000,-997204716.959
19213.000,-997204716.959
19214.000,-997204716.959
19215.000,-997204716.959
19216.000,-997204716.959
19217.000,-997204716.959
19218.000,-997204796.083
