Time_ms,Absolute_Displacement_nm
1154.000,-997204558.711
1155.000,-997204558.711
1156.000,-997204558.711
1157.000,-997204479.587
1158.000,-997204479.587
1159.000,-997204558.711
1160.000,-997204558.711
1161.000,-997204558.711
1162.000,-997204558.711
1163.000,-997204558.711
1164.000,-997204558.711
1165.000,-997204479.587
1166.000,-997204479.587
1167.000,-997204479.587
1168.000,-997204558.711
1169.000,-997204558.711
1170.000,-997204558.711
1171.000,-997204558.711
1172.000,-997204558.711
1173.000,-997204479.587
1174.000,-997204479.587
1175.000,-997204479.587
1176.000,-997204558.711
1177.000,-997204558.711
1178.000,-997204637.835
1179.000,-997204637.835
1180.000,-997204558.711
1181.000,-997204558.711
1182.000,-997204479.587
1183.000,-997204479.587
1184.000,-997204479.587
1185.000,-997204558.711
1186.000,-997204637.835
1187.000,-997204637.835
1188.000,-997204558.711
1189.000,-997204558.711
1190.000,-997204479.587
1191.000,-997204479.587
1192.000,-997204479.587
1193.000,-997204558.711
1194.000,-997204558.711
1195.000,-997204637.835
1196.000,-997204637.835
1197.000,-997204558.711
1198.000,-997204558.711
1199.000,-997204479.587
1200.000,-997204479.587
1201.000,-997204479.587
1202.000,-997204558.711
1203.000,-997204558.711
1204.000,-997204637.835
1205.000,-997204558.711
1206.000,-997204558.711
1207.000,-997204479.587
1208.000,-997204479.587
1209.000,-997204479.587
1210.000,-997204558.711
1211.000,-997204558.711
1212.000,-997204637.835
1213.000,-997204558.711
1214.000,-997204558.711
1215.000,-997204558.711
1216.000,-997204479.587
1217.000,-997204479.587
1218.000,-997204558.711
1219.000,-997204558.711
1220.000,-997204558.711
1221.000,-997204558.711
1222.000,-997204558.711
1223.000,-997204558.711
1224.000,-997204479.587
1225.000,-997204479.587
1226.000,-997204558.711
1227.000,-997204558.711
1228.000,-997204637.835
1229.000,-997204637.835
1230.000,-997204558.711
1231.000,-997204558.711
1232.000,-997204479.587
1233.000,-997204479.587
1234.000,-997204479.587
1235.000,-997204558.711
1236.000,-997204558.711
1237.000,-997204637.835
1238.000,-997204558.711
1239.000,-997204558.711
1240.000,-997204479.587
1241.000,-997204479.587
1242.000,-997204479.587
1243.000,-997204558.711
1244.000,-997204558.711
1245.000,-997204637.835
1246.000,-997204637.835
1247.000,-997204558.711
1248.000,-997204558.711
1249.000,-997204479.587
1250.000,-997204479.587
1251.000,-997204558.711
1252.000,-997204558.711
1253.000,-997204558.711
1254.000,-997204558.711
1255.000,-997204558.711
1256.000,-997204558.711
1257.000,-997204479.587
1258.000,-997204479.587
1259.000,-997204479.587
1260.000,-997204558.711
1261.000,-997204558.711
1262.000,-997204558.711
1263.000,-997204558.711
1264.000,-997204558.711
1265.000,-997204479.587
1266.000,-997204479.587
1267.000,-997204479.587
1268.000,-997204558.711
1269.000,-997204558.711
1270.000,-997204558.711
1271.000,-997204558.711
1272.000,-997204558.711
1273.000,-997204479.587
1274.000,-997204479.587
1275.000,-997204479.587
1276.000,-997204558.711
1277.000,-997204558.711
1278.000,-997204558.711
1279.000,-997204558.711
1280.000,-997204558.711
1281.000,-997204558.711
1282.000,-997204479.587
1283.000,-997204479.587
1284.000,-997204558.711
1285.000,-997204558.711
1286.000,-997204558.711
1287.000,-997204637.835
1288.000,-997204558.711
1289.000,-997204558.711
1290.000,-997204479.587
1291.000,-997204479.587
1292.000,-997204479.587
1293.000,-997204558.711
1294.000,-997204558.711
1295.000,-997204637.835
1296.000,-997204558.711
1297.000,-997204558.711
1298.000,-997204558.711
1299.000,-997204479.587
1300.000,-997204479.587
1301.000,-997204558.711
1302.000,-997204558.711
1303.000,-997204637.835
1304.000,-997204637.835
1305.000,-997204558.711
1306.000,-997204558.711
1307.000,-997204479.587
1308.000,-997204479.587
1309.000,-997204479.587
1310.000,-997204558.711
1311.000,-997204558.711
1312.000,-997204637.835
1313.000,-997204558.711
1314.000,-997204558.711
1315.000,-997204479.587
1316.000,-997204479.587
1317.000,-997204479.587
1318.000,-997204558.711
1319.000,-997204558.711
1320.000,-997204637.835
1321.000,-997204558.711
1322.000,-997204558.711
1323.000,-997204558.711
1324.000,-997204479.587
1325.000,-997204479.587
1326.000,-997204558.711
1327.000,-997204558.711
1328.000,-997204558.711
1329.000,-997204558.711
1330.000,-997204558.711
1331.000,-997204558.711
1332.000,-997204479.587
1333.000,-997204479.587
1334.000,-997204558.711
1335.000,-997204558.711
1336.000,-997204558.711
1337.000,-997204558.711
1338.000,-997204558.711
1339.000,-997204558.711
1340.000,-997204479.587
1341.000,-997204479.587
1342.000,-997204479.587
1343.000,-997204558.711
1344.000,-997204558.711
1345.000,-997204637.835
1346.000,-997204558.711
1347.000,-997204558.711
1348.000,-997204479.587
1349.000,-997204479.587
1350.000,-997204479.587
1351.000,-997204558.711
1352.000,-997204558.711
1353.000,-997204637.835
1354.000,-997204637.835
1355.000,-997204558.711
1356.000,-997204558.711
1357.000,-997204479.587
1358.000,-997204479.587
1359.000,-997204479.587
1360.000,-997204558.711
1361.000,-997204637.835
